temperature,humidity,wind_speed,rainfall,visibility
30.1,59,20.2,0.0,10.0
24.5,30,9.7,0.0,10.0
23.0,78,9.0,0.0,7.0
30.4,70,11.2,0.04,10.0
9.3,100,3.6,0.0,9.0
36.1,11,6.8,0.0,10.0
11.4,82,24.1,0.0,10.0
26.1,51,19.1,0.0,10.0
30.3,46,25.9,0.0,10.0
26.1,89,19.1,0.04,9.0
38.2,57,15.1,0.0,9.0
28.7,77,11.9,0.0,10.0
30.3,75,25.9,0.0,10.0
28.2,51,11.2,0.0,10.0
23.2,53,3.6,0.0,10.0
22.7,98,3.6,0.0,0.0
29.2,75,24.1,0.12,10.0
15.0,88,4.3,1.11,9.0
9.2,80,5.0,0.0,10.0
29.1,52,11.2,1.02,10.0
32.6,7,14.0,0.0,10.0
29.9,39,3.6,0.0,10.0
28.3,79,4.0,0.0,10.0
31.1,26,20.2,0.0,10.0
28.2,74,11.2,0.0,10.0
28.3,42,9.0,0.0,10.0
30.6,19,9.7,0.0,10.0
30.3,66,16.9,0.0,10.0
28.1,100,3.6,3.55,9.0
26.1,59,10.4,0.0,10.0
19.3,100,6.8,0.0,24.0
35.3,37,3.6,0.0,10.0
31.0,71,11.2,0.0,6.0
3.1,87,6.1,0.0,8.0
21.1,83,3.6,0.0,10.0
33.9,18,13.3,0.0,10.0
24.6,84,5.0,0.24,10.0
29.1,55,13.0,0.0,8.0
21.2,73,15.1,0.0,10.0
28.3,51,3.6,0.0,10.0
24.2,100,6.1,0.02,9.0
35.2,39,24.1,0.01,10.0
24.3,54,9.0,0.0,10.0
29.1,55,13.0,0.0,8.0
21.2,64,15.1,0.0,10.0
33.4,61,17.3,0.0,9.0
30.3,75,3.6,0.03,10.0
26.4,94,3.6,0.0,10.0
10.2,69,7.2,0.0,10.0
36.3,29,20.2,0.0,10.0
20.9,97,4.3,0.0,0.0
25.6,81,3.6,0.09,10.0
17.4,79,7.2,1.33,10.0
18.0,77,15.1,0.0,10.0
37.2,4,20.2,0.0,10.0
20.2,68,15.1,0.85,10.0
20.1,94,3.6,0.02,10.0
22.4,53,31.0,0.0,10.0
25.3,44,9.0,0.0,10.0
30.4,66,13.0,0.0,10.0
31.1,71,11.2,0.01,10.0
33.2,39,3.6,0.0,10.0
26.2,37,16.9,0.0,10.0
28.2,74,37.1,0.19,10.0
33.2,26,22.0,0.0,10.0
27.1,89,3.6,0.0,10.0
18.4,94,11.2,0.0,10.0
28.3,84,19.1,0.02,10.0
30.2,75,6.8,0.23,10.0
27.7,79,3.6,0.1,10.0
29.1,75,20.2,0.0,9.0
35.2,37,19.1,0.0,10.0
20.2,94,4.0,0.02,10.0
33.0,36,15.1,0.0,10.0
10.2,87,38.9,0.0,6.0
27.2,94,15.1,0.26,3.5
29.3,70,6.8,0.0,9.0
39.2,8,15.1,0.0,10.0
45.4,14,16.9,0.0,10.0
19.2,83,13.0,0.19,10.0
30.3,44,31.7,0.0,10.0
35.2,37,19.1,0.0,10.0
28.1,70,9.0,0.04,10.0
28.0,79,25.9,0.0,10.0
33.0,75,19.1,0.0,6.0
18.0,52,11.2,0.0,10.0
23.4,53,19.1,0.0,10.0
28.5,73,20.5,0.0,10.0
45.2,17,35.6,0.0,10.0
29.0,20,10.4,0.0,10.0
20.3,90,9.4,0.04,10.0
22.1,50,6.8,0.0,10.0
32.1,59,13.0,0.0,8.0
24.1,14,24.1,0.0,10.0
25.3,89,14.4,0.45,10.0
27.1,89,4.0,0.0,10.0
23.3,48,6.8,0.0,10.0
23.3,61,16.9,0.0,10.0
23.2,50,13.0,0.0,10.0
23.3,44,22.0,0.0,10.0
25.0,41,19.1,0.0,10.0
26.1,89,22.0,0.58,5.0
28.1,73,12.6,0.0,10.0
29.3,75,20.2,0.0,10.0
32.2,52,13.0,0.0,10.0
29.4,79,11.2,0.0,24.0
29.5,74,16.9,0.0,10.0
21.2,64,31.7,0.12,10.0
15.0,82,9.0,0.0,16.0
25.2,94,6.1,0.0,24.0
31.9,7,14.4,0.0,10.0
27.3,58,8.3,0.0,10.0
21.4,56,3.6,0.0,10.0
36.2,24,16.9,0.0,10.0
26.2,65,11.2,0.0,6.0
36.4,19,29.9,0.0,10.0
27.1,94,16.9,0.0,6.0
27.1,7,29.5,0.0,10.0
32.3,41,24.1,0.0,10.0
23.1,94,6.8,0.59,7.0
23.2,50,16.9,0.0,10.0
13.3,88,29.9,0.14,10.0
24.4,100,3.6,0.0,10.0
32.2,49,20.2,0.0,10.0
28.3,74,9.0,1.22,10.0
23.1,76,6.1,0.0,10.0
37.2,12,3.6,0.0,10.0
14.4,94,78.1,0.0,2.6
33.4,59,5.4,0.0,10.0
26.1,79,13.3,0.0,10.0
26.2,94,6.1,0.18,24.0
20.2,38,3.6,0.0,10.0
25.2,94,3.6,0.07,9.0
24.4,80,23.8,0.0,10.0
14.9,32,6.8,0.0,10.0
15.5,85,5.8,0.0,10.0
30.3,79,9.0,0.47,10.0
26.1,42,15.1,0.0,10.0
27.2,42,3.6,0.0,10.0
39.0,51,22.0,0.0,5.0
30.3,38,22.0,0.01,10.0
29.0,40,11.2,0.0,10.0
29.1,37,15.1,0.02,10.0
28.2,84,6.8,0.43,10.0
30.2,79,11.2,0.0,10.0
28.4,77,22.7,0.01,10.0
24.2,94,6.8,0.07,10.0
29.3,62,20.2,0.0,10.0
24.3,47,6.8,0.0,10.0
45.1,7,16.9,0.0,10.0
30.1,75,15.1,0.0,10.0
26.1,65,11.2,0.0,10.0
27.2,84,25.9,0.1,10.0
26.1,84,24.1,0.01,6.0
30.0,66,13.0,0.0,10.0
29.4,43,6.8,0.0,10.0
24.1,69,3.6,0.14,10.0
24.9,89,15.5,0.0,10.0
28.0,79,22.0,0.0,10.0
28.0,12,22.0,0.0,10.0
25.2,79,6.1,0.0,10.0
31.5,46,20.9,0.0,10.0
32.1,32,11.2,0.0,10.0
31.3,71,11.2,0.0,10.0
29.8,59,15.1,0.0,10.0
27.0,80,5.4,0.0,10.0
21.1,53,20.2,0.0,10.0
23.0,61,9.0,0.0,10.0
35.2,22,28.1,0.0,10.0
34.1,16,3.6,0.0,10.0
28.7,37,17.6,0.0,10.0
32.3,63,15.1,1.45,10.0
24.4,61,11.5,0.0,10.0
25.6,92,4.0,0.0,10.0
17.1,88,3.6,0.02,10.0
28.2,89,3.6,0.97,10.0
34.0,39,3.6,0.0,10.0
30.3,33,3.6,0.0,10.0
36.4,16,11.2,0.01,10.0
28.1,84,3.6,0.07,10.0
27.7,43,13.7,0.01,10.0
32.2,20,10.4,0.0,10.0
37.3,68,19.1,0.0,5.0
23.1,53,22.0,0.0,10.0
11.1,90,22.0,0.01,10.0
7.3,100,6.8,0.0,0.5
30.0,27,11.2,0.0,10.0
19.3,100,3.6,0.0,10.0
27.2,70,3.6,0.0,10.0
31.0,75,9.0,0.02,10.0
22.4,46,4.3,0.35,5.0
29.3,13,8.3,0.0,10.0
26.9,15,4.0,0.0,10.0
28.1,23,17.6,0.0,10.0
33.3,39,22.0,0.0,10.0
32.0,52,20.2,0.0,10.0
22.1,58,9.0,0.72,9.0
25.3,65,13.0,0.0,10.0
28.2,89,3.6,0.63,10.0
12.3,100,4.0,0.0,9.0
35.1,19,9.0,0.0,10.0
12.2,54,31.0,0.0,10.0
32.1,41,11.2,0.0,10.0
33.1,39,22.0,0.0,10.0
29.1,79,13.0,1.11,10.0
39.1,54,11.2,0.0,10.0
30.8,70,13.7,0.01,10.0
29.3,89,20.2,0.13,10.0
27.0,54,19.1,0.0,10.0
27.3,54,13.0,0.0,10.0
24.1,96,3.6,0.0,2.0
28.2,79,16.9,0.02,10.0
15.0,91,3.6,1.55,10.0
8.9,75,6.1,0.0,10.0
29.1,43,3.6,0.0,10.0
29.5,7,15.1,0.0,10.0
29.5,48,3.6,0.0,10.0
27.4,84,6.1,0.1,10.0
28.2,37,20.2,0.0,10.0
29.8,61,27.0,0.02,10.0
30.0,49,22.0,0.21,7.0
32.2,17,14.4,0.0,10.0
31.3,63,25.9,0.01,10.0
27.2,100,3.6,0.0,8.0
24.3,75,7.6,1.03,9.0
16.0,82,20.2,0.0,24.0
26.2,73,6.1,0.0,10.0
31.1,71,16.9,1.97,7.0
5.0,93,3.6,0.0,5.0
22.2,88,6.8,0.0,10.0
25.9,45,6.1,0.0,10.0
24.1,86,7.9,0.28,10.0
31.0,49,3.6,0.0,8.0
21.0,73,13.0,0.0,10.0
31.3,49,3.6,0.0,10.0
23.2,100,3.6,0.0,9.0
35.3,42,22.0,0.0,10.0
27.1,58,9.0,0.0,10.0
31.0,49,3.6,0.0,8.0
24.3,47,19.1,0.0,10.0
34.4,50,13.0,0.0,10.0
27.3,94,3.6,1.98,10.0
27.1,89,11.2,0.0,10.0
9.0,63,8.3,0.0,10.0
32.2,43,16.9,0.0,10.0
21.3,98,3.6,0.0,0.0
25.2,86,11.5,0.06,10.0
20.0,65,11.5,0.45,9.0
22.3,57,19.1,0.0,10.0
34.2,7,13.0,0.0,10.0
17.3,79,7.2,1.12,10.0
17.3,100,6.8,0.02,10.0
22.2,61,25.9,0.0,10.0
29.0,43,15.1,0.0,10.0
28.2,74,11.2,0.01,10.0
32.3,63,13.0,0.04,10.0
33.2,21,24.1,0.0,10.0
30.0,46,22.0,0.0,10.0
27.3,79,28.1,0.02,10.0
32.3,32,20.2,0.0,10.0
31.3,75,3.6,0.0,10.0
18.3,88,15.1,0.0,10.0
25.1,94,15.1,0.16,5.0
29.0,84,9.0,0.8,9.0
24.8,90,5.4,0.0,10.0
28.3,79,11.2,0.0,10.0
34.1,23,3.6,0.0,10.0
21.1,88,3.6,0.0,10.0
35.2,21,5.4,0.0,10.0
9.2,93,9.0,0.01,7.0
30.1,84,11.2,2.07,3.0
28.0,74,6.8,0.11,4.9
35.2,14,15.1,0.0,10.0
44.2,11,20.2,0.0,10.0
20.1,60,28.1,0.5,10.0
29.4,31,26.6,0.0,10.0
34.1,23,3.6,0.0,10.0
30.1,70,6.8,0.0,10.0
28.4,79,16.9,0.01,10.0
31.0,29,19.1,0.0,7.0
20.3,49,19.1,0.0,10.0
25.2,41,13.0,0.0,10.0
28.6,75,22.7,0.01,10.0
44.3,18,33.1,0.0,10.0
20.0,48,27.7,0.13,10.0
20.4,89,6.1,0.0,10.0
24.4,47,3.6,0.0,10.0
31.3,63,11.2,0.0,8.0
17.4,7,19.1,0.0,10.0
24.0,93,14.4,1.3,10.0
26.1,94,3.6,0.0,10.0
25.7,39,6.5,0.0,10.0
24.3,50,13.0,0.0,10.0
26.2,58,13.0,0.0,10.0
21.3,46,28.1,0.0,10.0
27.3,42,20.2,0.0,10.0
29.3,70,6.8,0.0,10.0
28.4,74,13.0,0.0,10.0
25.2,83,16.9,0.0,10.0
31.0,66,15.1,0.0,10.0
28.2,84,11.2,0.01,24.0
29.6,64,33.1,0.0,10.0
21.7,57,31.0,0.01,10.0
16.1,72,4.0,0.04,14.0
26.2,94,6.1,0.0,16.0
31.3,13,21.6,0.0,10.0
29.2,62,13.0,0.0,10.0
15.4,82,3.6,0.0,10.0
35.2,30,15.1,0.0,10.0
26.3,58,11.2,0.0,7.0
26.0,61,28.1,0.0,9.0
28.0,84,4.0,0.0,6.0
26.8,6,23.8,0.0,10.0
33.2,28,20.2,0.0,10.0
25.2,79,9.0,0.07,8.0
27.1,54,13.0,0.0,10.0
13.3,82,28.1,0.01,10.0
25.3,89,3.6,0.0,10.0
31.1,55,22.0,0.16,10.0
26.3,84,13.0,0.07,10.0
24.3,76,5.4,0.0,10.0
36.0,25,3.6,0.0,10.0
14.4,94,60.8,0.0,10.0
33.1,58,7.9,0.0,10.0
28.3,70,3.6,0.0,10.0
25.1,94,15.1,2.05,9.7
23.6,47,3.6,0.0,10.0
26.3,89,3.6,0.0,10.0
26.3,84,28.1,0.0,10.0
15.7,38,6.5,0.0,10.0
15.3,83,9.7,0.0,10.0
26.0,100,6.1,0.29,10.0
28.3,58,11.2,0.0,10.0
26.3,48,15.1,0.0,10.0
38.4,61,19.1,0.0,4.8
28.3,45,15.1,0.2,10.0
26.2,58,15.1,0.0,10.0
29.4,37,11.2,0.01,10.0
28.2,84,16.9,0.31,10.0
29.3,89,6.1,2.97,10.0
28.5,74,10.1,0.1,10.0
24.3,89,6.1,0.01,10.0
29.1,62,16.9,0.0,10.0
28.7,44,14.0,0.0,10.0
43.7,8,31.3,0.0,10.0
32.3,75,19.1,0.0,10.0
31.1,41,15.1,0.0,10.0
27.4,79,24.1,0.01,10.0
23.1,94,3.6,1.62,4.0
29.2,70,9.0,0.0,10.0
32.0,41,9.0,0.0,10.0
30.1,52,11.2,0.0,10.0
25.0,89,16.2,0.02,10.0
27.0,84,31.0,0.04,10.0
27.6,7,15.1,0.0,10.0
29.2,62,13.0,0.0,10.0
25.0,73,13.7,0.0,10.0
33.4,28,3.6,0.0,10.0
30.2,70,24.1,0.85,10.0
33.1,45,16.2,0.0,10.0
25.9,90,6.8,2.2,9.0
24.2,47,19.1,0.0,10.0
28.3,45,6.8,0.0,10.0
36.0,12,25.9,0.0,10.0
31.1,22,15.1,0.0,10.0
26.2,48,20.2,0.0,10.0
29.2,79,11.2,1.79,10.0
24.1,71,10.8,0.0,10.0
26.4,90,3.6,0.0,10.0
17.1,100,3.6,0.08,10.0
28.1,89,3.6,0.01,10.0
31.1,55,6.1,0.0,10.0
29.3,33,15.1,0.0,10.0
34.1,13,15.1,0.0,10.0
29.0,79,9.0,0.08,10.0
28.6,40,13.7,0.0,10.0
33.2,20,19.1,0.0,10.0
40.4,46,19.1,0.0,8.0
28.1,48,16.9,0.0,10.0
9.0,92,6.1,0.0,16.0
11.2,82,13.0,0.0,10.0
28.3,27,15.1,0.0,10.0
18.2,94,3.6,0.0,10.0
27.4,62,6.1,0.0,10.0
32.0,71,6.8,0.0,10.0
22.7,45,10.4,0.26,10.0
31.9,10,5.0,0.0,10.0
29.4,11,4.0,0.0,10.0
27.6,28,18.0,0.0,10.0
34.2,41,3.6,0.01,10.0
31.1,52,16.9,0.0,10.0
24.4,43,10.8,0.03,10.0
26.2,61,11.2,0.0,9.0
28.4,84,13.0,0.08,10.0
6.2,100,3.6,0.0,9.0
33.0,16,6.8,0.0,10.0
8.2,76,13.0,0.0,10.0
31.2,43,9.0,0.0,10.0
30.1,38,25.9,0.0,10.0
28.3,84,6.8,0.01,10.0
38.2,51,34.9,0.0,10.0
30.6,70,11.9,0.65,5.0
30.4,75,20.2,0.0,10.0
29.2,43,11.2,0.0,10.0
24.2,61,11.2,0.0,10.0
24.0,98,3.6,0.0,10.0
28.1,74,20.2,0.02,10.0
15.3,88,4.0,1.21,9.0
10.6,59,5.0,0.0,10.0
30.0,38,16.9,0.0,10.0
27.8,8,3.6,0.0,10.0
29.8,51,6.1,0.0,10.0
25.1,83,4.0,0.0,10.0
26.2,51,16.9,0.34,10.0
30.2,59,18.7,0.05,10.0
26.9,59,16.6,0.03,10.0
32.2,16,4.7,0.0,10.0
30.3,62,22.0,0.0,10.0
30.0,70,20.2,0.0,10.0
21.3,94,3.6,0.46,10.0
10.2,100,13.0,0.0,24.0
29.4,65,5.4,0.5,5.0
23.3,100,6.8,0.01,3.5
8.3,93,6.1,0.01,4.0
26.0,65,15.1,0.0,10.0
30.3,33,22.3,0.0,10.0
24.1,78,5.0,0.25,10.0
30.3,52,11.2,0.0,8.0
23.2,78,13.0,0.0,10.0
33.4,41,6.1,0.0,10.0
24.1,94,4.0,0.0,9.0
34.2,44,20.2,0.0,10.0
29.4,55,3.6,0.0,10.0
30.3,52,11.2,0.0,8.0
24.1,74,15.1,0.0,10.0
42.0,29,22.0,0.0,10.0
27.3,100,4.0,0.22,10.0
25.0,94,6.8,0.0,10.0
9.5,49,6.5,0.0,10.0
34.4,32,20.2,0.0,10.0
21.9,96,3.6,0.0,2.0
25.7,82,17.6,0.64,5.0
20.5,63,5.0,1.09,9.0
23.0,47,3.6,0.0,10.0
13.4,88,11.2,0.22,8.0
21.3,60,16.9,0.56,10.0
19.3,100,3.6,0.17,10.0
22.1,50,13.0,0.0,10.0
25.2,57,3.6,0.0,10.0
27.4,79,16.9,0.09,10.0
27.0,85,16.6,0.0,10.0
32.1,23,24.1,0.0,10.0
32.0,34,11.2,0.0,10.0
28.1,66,15.1,0.0,10.0
31.1,38,13.0,0.0,10.0
29.1,79,19.1,0.02,10.0
18.2,94,3.6,0.0,10.0
25.0,94,11.2,0.26,5.0
29.3,75,9.0,0.0,8.0
27.3,74,7.6,0.0,10.0
28.4,71,6.5,0.0,10.0
34.1,30,3.6,0.0,10.0
20.3,94,3.6,0.0,10.0
32.2,32,9.0,0.0,10.0
9.0,70,26.6,0.0,10.0
29.4,89,6.1,0.0,4.5
28.2,70,13.0,1.51,5.0
32.1,20,15.1,0.0,10.0
41.2,19,19.1,0.0,10.0
17.2,63,19.1,0.02,10.0
28.6,39,28.4,0.0,10.0
34.1,30,3.6,0.0,10.0
28.3,84,11.2,0.0,10.0
28.2,94,24.1,1.3,3.0
29.4,43,20.2,0.0,8.0
22.3,50,25.9,0.0,10.0
26.2,37,3.6,0.0,10.0
28.7,75,28.1,0.0,10.0
42.3,18,31.7,0.0,10.0
19.1,53,13.0,0.01,10.0
20.1,82,6.8,0.0,10.0
25.4,54,13.0,0.0,10.0
31.0,59,15.1,0.0,8.0
14.0,15,22.0,0.0,10.0
26.4,78,24.5,0.15,10.0
32.2,67,6.1,0.28,10.0
26.1,40,7.6,0.0,10.0
28.4,51,11.2,0.0,10.0
28.3,48,16.9,0.0,10.0
20.3,53,22.0,0.0,10.0
27.7,36,13.0,0.0,10.0
32.1,49,6.8,0.0,10.0
28.2,78,19.1,0.0,10.0
27.1,70,16.9,0.0,10.0
31.2,52,3.6,0.0,10.0
29.2,79,15.1,0.01,24.0
35.3,33,16.9,0.0,10.0
21.9,64,28.4,0.04,10.0
15.2,94,3.6,0.2,11.0
27.3,84,6.1,0.08,24.0
29.4,20,18.0,0.0,10.0
30.1,62,15.1,0.0,10.0
18.3,60,15.1,0.0,10.0
34.1,34,13.0,0.01,10.0
24.4,78,13.0,0.0,5.0
17.1,88,29.9,0.03,7.0
28.2,89,6.8,1.27,6.0
26.7,8,21.2,0.0,10.0
30.0,40,15.1,0.0,10.0
23.4,83,15.1,0.04,6.0
22.0,69,16.9,0.0,10.0
13.1,82,28.1,0.01,10.0
25.1,94,3.6,0.0,10.0
33.3,49,19.1,0.0,10.0
26.1,94,13.0,0.59,10.0
23.5,74,5.4,0.0,10.0
32.1,30,3.6,0.0,10.0
13.0,88,19.1,0.57,10.0
31.8,64,9.4,0.0,10.0
26.6,78,13.3,0.25,5.0
26.1,94,3.6,0.21,23.0
25.5,50,3.6,0.0,10.0
27.1,89,19.1,0.02,10.0
25.4,79,9.0,0.0,10.0
22.0,37,10.8,0.0,10.0
14.9,85,10.4,0.01,10.0
29.2,89,3.6,2.3,9.0
31.4,41,11.2,0.0,10.0
22.2,73,19.1,0.0,10.0
39.3,61,22.0,0.0,4.0
28.4,48,20.2,0.06,10.0
25.2,44,11.2,0.0,10.0
27.3,48,11.2,0.01,10.0
28.1,89,20.2,0.01,10.0
30.2,75,20.2,0.02,10.0
29.1,74,20.2,0.01,10.0
23.0,94,6.1,0.0,10.0
30.1,59,16.9,0.0,10.0
22.5,59,18.0,0.0,10.0
42.9,9,32.4,0.0,10.0
30.2,79,15.1,0.01,10.0
32.1,34,19.1,0.0,10.0
28.3,79,31.0,0.04,10.0
25.3,85,7.2,0.34,10.0
30.2,62,11.2,0.0,10.0
33.1,34,6.8,0.0,10.0
30.2,49,6.8,0.0,10.0
26.2,84,6.8,0.0,10.0
28.3,79,28.1,0.03,10.0
24.6,10,16.9,0.0,10.0
28.2,70,13.0,0.0,10.0
29.0,56,17.3,0.7,9.0
26.0,61,3.6,0.0,10.0
31.4,71,25.9,0.42,10.0
27.0,67,18.4,0.0,10.0
26.2,83,10.1,0.0,10.0
24.4,44,25.9,0.0,10.0
28.2,48,6.8,0.0,10.0
35.1,23,11.2,0.0,10.0
31.1,16,3.6,0.0,10.0
28.1,42,20.2,0.0,10.0
30.2,70,13.0,0.0,10.0
25.0,80,12.2,0.07,10.0
27.0,89,3.6,0.0,10.0
21.2,88,13.0,0.04,10.0
26.2,94,3.6,1.32,10.0
34.2,44,11.2,0.0,10.0
31.4,33,13.0,0.0,10.0
31.2,18,11.2,0.0,10.0
29.4,84,9.0,0.05,10.0
29.7,37,14.4,0.0,10.0
32.9,20,10.8,0.0,10.0
40.2,41,20.2,0.0,10.0
21.2,49,20.2,0.0,10.0
11.3,86,6.1,0.0,16.0
7.2,93,9.0,0.0,10.0
28.3,27,11.2,0.0,10.0
22.1,68,3.6,0.0,10.0
25.2,83,4.0,0.0,10.0
32.2,80,6.8,0.0,6.0
26.2,29,16.2,0.61,5.0
32.7,11,8.3,0.0,10.0
29.9,13,4.7,0.0,10.0
22.5,55,14.0,0.3,5.0
34.1,41,15.1,0.02,10.0
33.1,53,13.0,0.0,10.0
23.6,38,10.4,0.1,10.0
22.2,88,6.8,0.0,9.0
28.1,79,15.1,0.08,10.0
12.1,100,20.2,0.0,10.0
33.3,26,6.1,0.0,10.0
13.3,58,20.2,0.0,10.0
32.1,41,3.6,0.0,10.0
31.2,26,19.1,0.0,10.0
28.2,84,11.2,0.94,10.0
37.1,54,33.1,0.0,10.0
31.3,68,15.5,0.07,10.0
29.1,79,28.1,0.14,10.0
29.1,29,15.1,0.0,10.0
20.2,73,15.1,0.19,10.0
24.5,99,3.6,0.0,0.0
27.3,79,31.0,0.03,10.0
15.9,88,4.0,0.44,9.0
9.8,67,8.6,0.0,10.0
30.1,31,13.0,0.0,10.0
18.8,50,23.8,0.0,10.0
28.5,48,3.6,0.0,10.0
25.1,83,4.0,0.0,10.0
26.2,45,19.1,0.0,10.0
25.9,80,17.6,0.0,10.0
29.1,58,29.9,0.01,9.0
30.5,21,9.7,0.0,10.0
28.2,74,28.1,0.06,10.0
26.3,94,6.8,0.0,9.0
22.2,83,11.2,0.17,9.0
13.2,100,13.0,0.02,24.0
33.1,56,6.1,1.67,10.0
31.1,66,20.2,0.37,7.0
9.0,76,9.0,0.13,10.0
29.2,75,6.8,0.0,10.0
27.8,39,10.4,0.0,10.0
25.6,74,18.7,0.1,10.0
29.2,55,19.1,0.0,8.0
22.2,73,13.0,0.0,10.0
33.1,39,9.0,0.0,10.0
23.3,100,6.1,0.86,9.0
37.0,21,11.2,0.0,10.0
30.3,40,9.0,0.0,10.0
29.2,55,19.1,0.0,8.0
21.3,46,13.0,0.0,10.0
42.3,39,31.0,0.0,10.0
27.0,94,3.6,0.05,10.0
26.1,89,6.8,0.23,10.0
9.4,46,8.3,0.0,10.0
34.0,34,13.0,0.0,10.0
22.1,96,3.6,0.0,2.0
26.1,100,16.9,0.36,8.0
22.1,54,10.1,1.23,10.0
28.2,51,19.1,0.0,10.0
12.3,94,3.6,0.27,6.0
22.0,53,19.1,0.95,10.0
23.1,94,6.1,0.09,10.0
25.3,65,20.2,0.0,10.0
18.1,83,13.0,0.07,10.0
28.3,74,15.1,0.01,10.0
30.2,70,13.0,0.02,10.0
29.3,43,19.1,0.0,10.0
30.1,40,11.2,0.0,10.0
27.2,74,31.0,0.01,10.0
30.1,49,22.0,0.45,10.0
29.2,84,15.1,0.52,10.0
17.1,94,11.2,0.0,10.0
29.3,79,22.0,1.03,10.0
29.3,75,15.1,0.24,10.0
25.7,88,8.3,0.0,10.0
29.4,75,15.1,0.0,9.0
35.3,27,6.8,0.0,10.0
21.3,83,3.6,0.0,10.0
32.4,34,3.6,0.0,10.0
11.2,87,28.1,0.01,6.0
30.2,79,9.0,0.0,3.0
29.0,66,3.6,0.0,6.0
31.2,15,11.2,0.0,10.0
41.1,14,15.1,0.0,10.0
18.3,56,16.9,0.0,10.0
27.8,39,32.0,0.0,10.0
35.3,27,6.8,0.0,10.0
29.1,75,13.0,0.0,10.0
27.3,94,9.0,0.01,10.0
30.2,40,22.0,0.0,6.0
19.1,64,11.2,0.03,10.0
25.2,41,19.1,0.0,10.0
29.1,74,27.7,0.02,10.0
41.5,21,30.2,0.0,10.0
28.1,18,11.9,0.0,10.0
19.7,85,4.3,0.0,10.0
31.0,43,20.2,0.0,10.0
32.1,56,24.1,0.0,8.0
18.0,18,16.2,0.0,10.0
26.4,77,21.2,0.09,10.0
28.1,89,3.6,1.62,10.0
26.2,44,9.4,0.0,10.0
30.2,33,15.1,0.0,10.0
20.1,94,11.2,0.0,3.0
23.2,53,24.1,0.01,10.0
26.8,39,16.6,0.0,10.0
30.2,59,9.0,0.0,10.0
28.2,77,18.4,0.09,10.0
30.3,70,9.0,0.5,10.0
30.1,59,3.6,0.0,10.0
28.3,79,20.2,0.54,9.0
28.4,77,20.9,0.0,10.0
21.5,67,25.9,0.08,10.0
15.2,88,13.0,0.02,11.0
26.2,94,6.8,0.27,24.0
30.3,16,12.2,0.0,10.0
30.2,59,9.0,0.0,10.0
17.0,77,29.9,3.62,10.0
35.3,22,3.6,0.0,10.0
26.3,70,19.1,0.0,6.0
17.2,88,25.9,0.38,4.0
25.4,100,9.0,0.29,6.0
27.4,8,21.6,0.0,10.0
31.0,38,19.1,0.0,10.0
27.4,70,11.2,0.14,10.0
21.1,56,11.2,0.0,10.0
14.4,77,24.1,0.19,10.0
25.1,94,3.6,0.0,10.0
33.2,53,31.0,0.0,10.0
25.3,89,13.0,0.04,10.0
21.5,86,7.6,0.0,10.0
29.0,40,24.1,0.0,10.0
13.3,77,31.0,0.01,10.0
31.8,65,16.6,0.0,10.0
29.9,56,5.4,0.0,10.0
25.1,89,9.0,4.51,13.0
25.6,39,3.6,0.0,10.0
25.0,94,3.6,0.2,10.0
26.1,79,19.1,0.0,10.0
18.8,48,10.4,0.0,10.0
14.7,85,6.8,0.02,10.0
27.3,89,6.1,0.07,9.0
32.1,36,3.6,0.0,10.0
22.3,73,9.0,0.0,10.0
43.2,24,22.0,0.0,10.0
28.0,42,15.1,0.04,10.0
25.0,44,6.8,0.0,10.0
28.2,45,6.1,0.0,10.0
30.2,79,22.0,0.01,10.0
30.3,79,11.2,0.81,10.0
29.0,74,20.2,0.01,10.0
26.0,84,11.2,0.18,10.0
31.2,49,15.1,0.0,10.0
21.3,53,14.4,0.0,10.0
41.5,10,31.7,0.0,10.0
29.2,79,19.1,0.01,10.0
30.2,38,15.1,0.0,10.0
27.1,84,22.0,0.32,10.0
28.0,84,24.1,0.29,10.0
29.3,75,11.2,0.0,10.0
32.1,36,9.0,0.0,10.0
31.1,41,9.0,0.02,10.0
26.4,89,3.6,0.0,10.0
29.0,75,34.9,0.01,10.0
18.1,45,16.9,0.0,10.0
26.3,84,9.0,0.0,10.0
27.2,61,12.2,0.04,10.0
28.3,55,3.6,0.0,10.0
29.2,70,9.0,1.32,10.0
28.8,59,6.8,0.0,10.0
26.5,80,12.2,0.0,10.0
19.1,73,11.2,0.02,10.0
28.4,51,6.1,0.0,10.0
34.4,22,25.9,0.0,10.0
32.1,17,3.6,0.0,10.0
26.3,45,25.9,0.0,10.0
30.2,62,13.0,0.0,10.0
24.4,77,6.1,0.0,10.0
26.2,91,3.6,0.29,9.0
22.4,88,9.0,0.0,10.0
28.1,89,3.6,0.0,10.0
33.4,53,15.1,0.0,10.0
29.1,33,19.1,0.0,10.0
33.2,16,15.1,0.0,10.0
29.4,79,15.1,0.08,10.0
28.1,42,13.3,0.03,10.0
33.1,17,13.0,0.0,10.0
38.3,61,16.9,0.0,10.0
21.1,46,13.0,0.0,10.0
14.3,82,9.0,0.0,16.0
12.1,82,28.1,0.0,10.0
32.0,18,11.2,0.0,10.0
18.3,100,3.6,0.0,10.0
27.4,62,13.0,0.0,10.0
31.1,75,9.0,0.08,10.0
25.2,31,28.8,0.34,5.0
