temperature,humidity,wind_speed,rainfall,visibility
10.3,66,3.6,0.0,10.0
8.2,74,7.2,0.0,16.0
13.2,100,5.8,0.0,10.0
23.1,38,14.0,0.0,10.0
25.3,100,7.6,0.0,10.0
25.0,79,6.5,0.0,10.0
28.1,74,19.8,0.0,9.0
22.1,28,6.1,0.0,10.0
24.1,62,12.6,0.14,10.0
22.4,68,10.1,1.84,9.0
26.4,12,10.1,0.0,10.0
18.1,49,8.6,0.48,10.0
22.3,46,4.7,0.0,10.0
10.1,49,10.8,0.0,10.0
30.0,70,16.9,0.0,10.0
25.1,83,28.8,0.0,10.0
14.2,94,7.2,0.0,10.0
17.2,29,7.9,0.0,10.0
19.4,46,5.0,0.0,10.0
12.1,82,27.7,1.56,10.0
14.2,51,18.0,0.0,10.0
23.2,65,33.5,0.0,10.0
25.3,44,30.6,0.0,10.0
36.5,30,13.7,0.0,10.0
26.3,89,20.9,0.04,10.0
21.2,49,22.0,0.0,10.0
12.3,62,10.4,0.0,10.0
21.3,84,3.6,0.0,10.0
31.0,75,10.1,0.0,10.0
12.1,74,8.3,0.72,10.0
12.7,92,6.1,0.01,10.0
16.3,42,11.5,0.0,10.0
17.2,83,20.5,0.07,10.0
23.4,94,4.7,0.0,2.0
30.3,75,8.6,0.29,10.0
16.2,55,4.3,0.13,10.0
34.3,53,13.0,0.0,10.0
24.7,76,4.0,0.51,9.0
26.3,67,9.4,0.61,10.0
22.2,65,20.5,0.0,6.0
36.2,53,15.8,0.0,10.0
24.0,78,11.5,0.0,10.0
0.2,74,6.1,0.0,24.0
30.2,66,9.7,0.0,10.0
38.3,7,24.1,0.0,7.0
9.2,76,3.6,0.0,7.0
10.1,94,5.4,2.27,10.0
16.9,67,15.5,0.0,10.0
27.4,76,10.4,0.33,9.0
27.1,74,3.6,0.01,9.0
22.4,69,9.7,0.0,10.0
16.3,68,19.4,0.01,10.0
17.3,100,22.3,0.0,8.0
28.1,23,4.0,0.0,10.0
12.1,94,13.7,0.08,10.0
27.1,74,3.6,0.03,9.0
12.2,82,24.8,0.0,10.0
32.4,52,18.0,0.0,10.0
25.8,79,19.1,0.02,10.0
23.4,94,15.5,0.0,10.0
12.3,81,6.1,0.01,10.0
25.4,34,22.0,0.0,10.0
26.1,74,4.7,0.0,10.0
31.2,79,3.6,0.0,10.0
23.0,42,14.4,0.0,10.0
15.2,72,8.3,0.0,10.0
18.0,83,8.3,0.01,10.0
24.1,25,9.4,0.0,10.0
25.2,100,5.4,0.41,10.0
10.3,94,12.2,0.0,9.0
13.1,58,15.8,0.0,10.0
29.1,89,7.6,0.1,10.0
25.1,61,5.8,0.0,9.0
16.2,55,10.4,0.0,10.0
12.3,88,13.7,0.01,10.0
31.2,66,12.2,0.0,10.0
23.0,41,14.4,0.0,10.0
27.3,84,28.4,0.05,10.0
17.4,83,5.8,0.0,10.0
28.0,62,12.6,0.0,10.0
25.3,79,9.7,0.05,8.0
25.2,94,8.6,0.2,10.0
20.4,97,7.2,0.0,10.0
16.3,72,19.4,0.32,9.0
20.4,83,7.6,0.03,10.0
16.3,77,14.4,0.18,10.0
5.3,48,28.1,0.0,10.0
39.4,26,4.0,0.0,4.0
29.3,89,17.6,0.27,5.0
15.2,21,12.6,0.0,10.0
26.4,21,18.4,0.0,10.0
8.2,93,21.2,1.94,8.0
30.1,29,14.8,0.0,10.0
16.3,72,19.1,0.29,9.0
26.3,84,9.4,2.49,10.0
22.2,61,22.0,0.0,10.0
25.1,17,14.8,0.0,10.0
1.2,86,28.8,0.0,5.0
22.2,61,10.1,0.0,10.0
27.7,82,16.2,0.0,10.0
27.2,24,17.3,0.0,10.0
14.9,45,8.6,0.01,10.0
24.8,96,3.6,12.9,5.0
24.1,47,12.6,0.0,10.0
22.1,69,5.8,0.0,8.0
15.3,63,12.6,0.0,10.0
29.3,84,8.3,0.0,10.0
36.1,45,11.2,0.11,10.0
8.3,87,3.6,0.02,10.0
23.1,47,16.2,0.0,10.0
7.3,81,5.0,0.04,10.0
27.1,51,3.6,0.0,10.0
23.3,73,13.7,0.7,10.0
32.4,71,6.5,1.31,10.0
29.3,71,12.6,0.0,10.0
32.2,56,11.2,0.0,8.0
19.2,73,22.3,0.0,10.0
28.0,79,31.7,0.01,24.0
22.0,52,15.1,0.0,10.0
30.2,66,20.5,0.03,10.0
17.3,27,4.7,0.0,9.7
28.2,79,31.7,0.22,24.0
11.6,26,9.4,0.0,10.0
17.3,68,6.1,0.06,10.0
15.1,11,10.1,0.0,10.0
17.2,72,7.2,0.02,10.0
18.3,94,9.7,0.0,6.0
26.3,54,16.9,0.0,10.0
34.0,63,17.6,0.04,6.0
23.0,57,18.7,0.0,10.0
20.2,60,8.3,0.0,10.0
25.3,54,6.1,1.87,8.0
10.3,76,3.6,0.0,10.0
17.2,88,7.9,0.0,10.0
25.8,67,22.0,0.0,10.0
35.2,39,14.0,0.0,9.0
32.2,63,6.1,0.0,10.0
18.3,36,13.3,0.0,10.0
23.2,33,3.6,0.01,10.0
11.2,71,7.9,0.0,10.0
33.2,41,24.1,0.0,10.0
37.4,17,13.0,0.0,10.0
29.1,79,26.3,0.95,21.0
22.5,95,4.0,0.0,2.0
26.2,84,10.4,0.0,10.0
28.4,84,6.8,0.0,10.0
22.4,98,9.0,0.04,0.0
18.3,82,4.0,0.0,10.0
35.1,50,21.6,0.0,10.0
19.3,73,11.2,0.0,10.0
14.2,100,26.3,0.36,2.0
30.1,22,31.0,0.0,10.0
16.3,59,20.9,0.01,10.0
22.3,43,12.2,0.0,10.0
21.0,78,3.6,0.18,10.0
24.1,83,23.4,0.17,9.0
27.1,79,24.1,0.01,10.0
26.0,78,22.7,0.0,10.0
25.3,94,23.0,0.41,10.0
14.1,77,9.7,0.15,10.0
13.1,62,10.8,0.0,10.0
28.3,14,10.1,0.0,10.0
22.2,83,12.2,0.0,6.0
19.0,56,15.1,0.0,10.0
32.1,59,14.4,0.39,10.0
28.3,74,10.4,0.0,10.0
30.2,75,12.2,0.13,10.0
12.1,82,21.6,0.4,10.0
16.3,55,15.5,0.1,10.0
26.9,82,3.6,0.49,9.0
31.2,71,12.2,0.0,10.0
14.1,100,10.4,0.03,10.0
21.0,64,9.0,0.0,10.0
33.4,5,28.1,0.0,10.0
13.0,77,13.3,0.02,10.0
32.3,75,16.6,1.1,10.0
34.1,4,23.0,0.0,10.0
24.1,100,7.6,0.04,10.0
9.4,100,4.0,0.01,7.0
8.1,76,3.6,0.03,10.0
23.4,20,4.3,0.0,10.0
16.1,77,6.5,0.02,2.4
27.2,58,12.6,0.0,10.0
30.4,70,18.4,0.0,10.0
26.0,86,6.8,1.72,10.0
33.9,38,10.4,0.01,10.0
26.1,89,30.6,0.03,10.0
25.3,94,14.4,0.06,10.0
20.3,46,7.6,0.0,10.0
21.3,38,13.0,0.0,10.0
14.0,67,26.6,0.09,10.0
29.2,89,15.5,0.02,10.0
24.1,77,4.0,1.16,9.0
20.8,31,23.4,0.0,10.0
28.1,42,31.3,0.0,10.0
14.0,63,20.2,0.0,10.0
8.3,72,7.2,0.0,16.0
13.2,94,13.3,0.0,10.0
21.2,38,18.0,0.0,10.0
25.1,94,6.8,0.0,10.0
26.1,79,5.8,0.0,10.0
31.2,66,19.8,0.0,10.0
23.8,25,3.6,0.0,10.0
18.1,93,14.0,0.19,10.0
16.3,91,9.4,0.22,5.0
21.5,13,11.5,0.0,10.0
18.2,52,10.1,0.0,10.0
20.2,64,8.6,0.0,10.0
1.4,96,11.2,1.73,6.0
29.2,75,8.3,0.0,10.0
26.1,79,25.2,0.05,10.0
9.0,81,10.4,0.0,10.0
17.3,23,9.7,0.0,10.0
17.4,39,4.3,0.0,10.0
13.3,72,16.2,0.0,10.0
16.1,59,16.2,0.0,10.0
23.2,69,35.3,0.0,10.0
28.2,28,20.5,0.0,10.0
34.2,37,4.3,0.0,10.0
26.2,89,25.6,0.21,10.0
21.1,38,24.1,0.0,10.0
12.3,67,19.8,0.0,10.0
19.3,98,3.6,0.0,0.0
29.4,79,14.0,0.05,10.0
12.8,67,6.8,0.22,9.0
13.8,89,9.0,0.09,10.0
16.3,51,3.6,0.0,10.0
19.0,73,14.0,0.0,10.0
24.6,86,3.6,0.0,10.0
32.2,71,8.3,0.75,10.0
12.1,82,11.9,0.18,10.0
33.1,49,11.9,0.0,10.0
26.1,70,7.6,0.42,10.0
27.4,57,5.0,0.01,10.0
21.4,78,20.9,0.0,10.0
38.4,42,15.5,0.0,10.0
31.7,28,4.7,0.0,10.0
9.4,100,8.3,0.0,6.4
25.1,79,9.4,0.0,10.0
35.3,7,24.8,0.0,6.0
9.3,66,3.6,0.0,10.0
23.3,33,7.6,0.0,10.0
13.3,76,14.0,0.02,10.0
27.9,79,16.9,1.44,9.0
24.8,85,3.6,0.0,10.0
22.2,65,9.7,0.0,10.0
15.3,67,11.2,0.0,10.0
21.3,88,27.4,0.0,8.0
25.2,34,3.6,0.0,10.0
10.2,76,11.2,0.01,10.0
25.7,80,3.6,0.0,10.0
10.3,94,12.2,0.01,4.0
33.2,47,20.2,0.0,10.0
26.0,80,18.7,0.05,10.0
23.2,94,20.9,0.0,10.0
9.3,73,6.1,0.0,10.0
25.4,34,16.9,0.0,10.0
26.3,79,4.3,0.0,10.0
27.9,78,4.0,0.06,10.0
23.9,34,9.0,0.0,10.0
17.0,63,5.4,0.0,10.0
18.0,77,3.6,0.0,10.0
23.2,38,6.8,0.08,10.0
25.1,100,9.0,0.03,10.0
15.2,82,4.7,0.01,10.0
12.0,67,9.7,0.0,10.0
28.1,79,6.5,0.01,10.0
21.0,88,7.2,0.0,9.0
18.4,42,14.0,0.0,10.0
9.0,93,11.9,0.16,10.0
29.2,79,17.6,0.0,8.0
23.1,31,5.4,0.0,10.0
27.2,84,25.9,0.05,10.0
16.2,88,3.6,0.0,10.0
28.2,66,15.8,0.0,10.0
23.2,83,8.3,0.0,8.0
26.3,94,12.2,0.22,10.0
22.2,89,8.6,0.0,10.0
16.0,68,12.2,0.0,10.0
18.3,77,7.2,0.0,10.0
15.1,67,11.5,0.0,10.0
2.5,72,12.2,0.01,10.0
37.3,31,3.6,0.0,4.0
31.4,71,11.5,0.0,10.0
16.2,23,10.8,0.0,10.0
27.2,23,23.4,0.0,10.0
9.2,93,19.4,0.9,4.5
25.3,51,3.6,0.0,10.0
16.0,68,8.6,0.0,10.0
27.3,48,9.0,0.0,10.0
23.2,65,22.3,0.0,10.0
26.4,18,12.6,0.0,5.0
3.3,32,11.5,0.0,10.0
22.3,57,9.0,0.01,10.0
27.7,81,13.7,0.0,10.0
29.6,14,16.9,0.0,10.0
13.0,41,12.6,0.01,10.0
26.4,90,3.6,2.4,10.0
22.2,57,14.4,0.28,10.0
21.1,78,7.6,0.0,8.0
17.4,59,9.7,0.03,10.0
28.1,84,10.4,0.0,10.0
36.3,45,9.0,0.0,10.0
6.0,65,13.7,0.0,10.0
20.1,60,15.5,0.02,10.0
9.4,76,16.9,0.0,10.0
26.4,51,7.9,0.0,10.0
22.0,73,10.1,0.22,10.0
28.3,89,3.6,1.17,5.0
29.0,70,8.6,0.0,10.0
31.0,52,10.8,0.0,10.0
20.0,53,12.2,0.0,10.0
27.5,82,31.7,0.02,10.0
22.6,56,20.5,0.0,10.0
29.4,75,16.6,0.05,10.0
18.1,32,5.8,0.0,11.0
29.2,75,26.3,0.0,24.0
13.3,37,7.9,0.0,10.0
15.2,77,15.8,0.01,10.0
19.1,11,3.6,0.0,10.0
17.3,55,6.8,0.0,10.0
16.4,100,17.3,0.01,5.0
25.3,51,10.1,0.0,10.0
35.3,47,18.7,0.0,7.0
21.1,69,20.9,0.0,10.0
19.3,52,9.0,0.0,10.0
24.0,61,8.3,1.86,7.0
11.3,66,11.5,0.0,10.0
21.3,78,15.8,0.1,10.0
25.2,70,23.8,0.0,10.0
33.4,44,6.1,0.0,5.0
29.4,75,10.1,0.0,10.0
12.6,74,15.5,0.0,10.0
21.3,40,3.6,0.0,10.0
8.2,76,16.2,0.01,10.0
31.0,41,18.7,0.0,10.0
34.8,22,35.3,0.0,9.0
28.4,84,22.3,0.26,13.0
22.7,95,3.6,0.0,2.0
27.0,79,7.9,0.0,10.0
28.4,79,6.1,0.0,10.0
21.6,88,9.4,0.0,10.0
18.2,83,7.6,0.0,10.0
35.3,39,24.1,0.0,10.0
16.4,72,14.8,0.0,10.0
14.1,63,31.0,0.06,10.0
30.1,25,20.5,0.0,10.0
11.3,82,14.0,0.0,10.0
20.2,53,21.2,0.0,10.0
25.3,61,3.6,0.09,10.0
25.3,83,20.5,1.11,9.0
27.1,84,23.4,0.02,10.0
26.4,79,22.7,0.05,10.0
23.1,94,24.5,1.7,10.0
16.1,63,9.4,0.01,10.0
10.3,82,20.2,0.0,10.0
29.1,12,12.6,0.0,10.0
21.3,88,21.2,0.0,10.0
18.4,73,10.1,0.02,10.0
28.6,71,9.0,0.0,10.0
25.2,74,10.4,0.0,10.0
29.1,79,9.7,1.87,10.0
12.1,77,17.6,0.01,10.0
14.1,72,13.7,0.06,10.0
27.1,94,5.0,1.13,10.0
27.0,84,8.3,0.0,10.0
16.1,82,8.3,0.03,10.0
11.3,100,8.6,1.71,2.2
32.9,6,25.6,0.0,10.0
9.2,62,25.2,0.05,10.0
33.1,67,17.6,0.02,10.0
35.1,6,24.1,0.0,10.0
25.1,100,10.4,0.01,10.0
9.3,87,16.2,0.75,10.0
10.3,71,5.4,0.0,10.0
26.1,16,9.0,0.0,10.0
12.3,71,3.6,0.08,10.0
25.2,61,11.2,0.06,10.0
28.1,84,17.3,0.0,10.0
25.4,86,17.3,0.01,10.0
32.6,42,5.8,0.01,10.0
25.3,94,42.5,1.26,10.0
26.0,84,17.3,0.08,10.0
22.4,50,22.0,0.0,10.0
14.3,67,3.6,0.02,10.0
20.1,30,13.3,0.0,10.0
29.1,79,14.0,0.49,10.0
22.8,69,4.3,0.0,10.0
19.6,31,18.4,0.0,10.0
29.1,35,21.2,0.0,10.0
13.4,62,21.2,0.0,10.0
9.5,97,14.4,0.0,16.0
13.2,77,22.3,0.0,10.0
14.0,63,7.2,0.0,10.0
23.2,94,14.4,0.0,10.0
26.1,74,5.0,0.05,10.0
34.0,63,27.0,0.0,10.0
24.6,23,11.9,0.0,10.0
17.4,90,14.4,0.11,10.0
17.4,75,10.4,0.01,10.0
18.4,22,8.6,0.01,10.0
18.1,52,5.8,0.0,10.0
14.2,67,21.2,0.63,10.0
7.1,52,10.4,0.0,10.0
28.1,79,7.6,0.01,10.0
25.1,79,20.2,0.0,10.0
10.2,87,6.5,0.0,10.0
18.1,32,8.6,0.0,10.0
21.1,46,6.5,0.0,10.0
14.3,72,6.8,0.0,10.0
16.2,59,21.6,0.0,10.0
23.3,57,29.9,0.0,10.0
28.2,27,19.4,0.0,10.0
34.2,42,11.9,0.01,10.0
26.2,89,19.8,0.05,10.0
20.4,53,10.8,0.03,10.0
11.2,71,7.9,0.68,10.0
21.4,100,4.3,0.02,0.0
30.1,79,14.8,0.0,10.0
14.9,56,10.4,0.12,10.0
11.6,92,8.6,0.04,10.0
17.0,48,5.4,0.0,10.0
15.0,100,4.0,0.0,4.3
24.0,94,3.6,0.0,2.0
32.2,71,11.5,0.41,10.0
14.4,77,3.6,0.0,10.0
32.0,63,18.7,0.0,10.0
21.7,75,3.6,0.29,9.0
24.9,63,9.0,0.0,10.0
22.2,73,22.0,0.0,10.0
36.2,53,14.4,0.0,10.0
26.3,70,10.4,0.0,10.0
3.2,75,21.2,0.0,24.0
27.2,79,8.3,0.0,10.0
33.8,11,20.9,0.0,10.0
8.4,76,3.6,0.0,10.0
24.1,34,20.2,0.0,10.0
20.8,48,3.6,0.0,10.0
28.7,73,18.7,0.83,9.0
28.3,74,3.6,0.0,8.0
23.1,73,10.1,0.0,10.0
19.2,52,17.6,0.0,10.0
22.3,88,30.2,0.0,9.0
22.3,50,3.6,0.0,10.0
15.1,72,5.4,0.0,10.0
28.3,74,3.6,0.0,8.0
8.3,93,13.7,0.14,6.0
30.1,56,18.4,0.0,10.0
25.6,79,12.2,0.05,10.0
23.2,94,19.8,0.0,10.0
9.0,86,5.4,0.0,10.0
27.3,15,12.2,0.0,10.0
25.1,79,3.6,0.0,10.0
30.2,84,3.6,0.0,10.0
23.2,35,10.4,0.0,10.0
10.3,94,3.6,0.02,10.0
22.3,69,3.6,0.0,10.0
23.1,31,5.0,0.01,10.0
25.3,94,9.7,0.03,10.0
8.1,100,14.0,0.0,9.0
12.2,71,17.6,0.02,10.0
29.1,79,4.7,0.0,10.0
23.3,83,12.6,0.0,10.0
14.1,55,3.6,0.51,10.0
14.0,72,7.2,0.0,10.0
29.1,84,16.2,0.0,10.0
23.4,41,10.4,0.0,10.0
25.3,89,19.8,0.24,10.0
18.2,88,3.6,0.01,7.0
23.2,89,12.6,0.0,10.0
27.3,79,5.4,0.0,7.0
25.2,94,10.4,0.65,10.0
21.1,91,8.6,0.0,10.0
19.3,37,9.4,0.0,10.0
20.1,78,6.1,0.0,10.0
19.4,46,16.9,0.0,10.0
1.7,61,12.2,0.0,10.0
38.3,26,5.0,0.0,5.0
33.3,59,13.7,0.0,10.0
19.1,19,11.2,0.0,10.0
30.0,17,15.1,0.0,10.0
10.0,82,13.3,0.0,10.0
24.1,54,10.1,0.0,10.0
19.3,37,8.3,0.0,10.0
26.2,70,7.9,0.0,10.0
23.1,57,31.3,0.0,10.0
26.0,14,13.3,0.0,6.0
20.3,40,40.7,0.0,10.0
23.4,53,4.7,0.03,10.0
27.3,82,13.0,0.03,10.0
30.1,16,9.7,0.0,10.0
15.9,30,9.4,0.0,10.0
27.0,88,8.6,0.67,5.0
16.1,63,9.4,0.0,10.0
21.2,78,11.9,0.0,8.0
13.4,100,5.0,0.0,4.0
25.3,94,5.0,0.0,10.0
34.2,50,10.8,0.02,10.0
6.1,75,13.0,0.05,10.0
18.3,73,8.6,0.09,10.0
13.1,72,4.0,0.0,10.0
27.0,54,4.3,0.0,10.0
21.1,73,4.7,0.01,10.0
32.2,63,4.3,0.43,10.0
29.2,70,14.0,0.01,10.0
30.1,55,15.5,0.0,10.0
20.3,60,12.2,0.0,10.0
28.3,79,28.8,0.29,24.0
25.1,47,9.7,0.0,10.0
29.1,75,18.4,0.03,10.0
20.1,28,5.0,0.0,9.7
29.0,79,23.0,0.0,24.0
16.2,29,3.6,0.0,10.0
16.0,88,6.8,0.01,10.0
9.2,20,10.8,0.0,10.0
18.1,64,6.5,0.0,10.0
14.4,94,15.5,0.03,5.0
25.4,61,6.8,0.0,10.0
35.3,53,17.3,0.0,8.0
20.1,73,16.9,0.0,10.0
13.1,88,9.4,0.02,5.0
27.4,42,6.8,0.0,10.0
10.2,76,7.9,0.0,10.0
19.3,94,7.6,0.88,10.0
26.1,79,18.7,0.0,10.0
33.2,49,10.1,0.0,9.0
29.2,66,9.7,0.0,10.0
20.8,35,11.9,0.0,10.0
21.4,49,6.1,0.0,10.0
9.1,81,12.2,0.01,10.0
33.4,41,22.7,0.0,10.0
34.0,20,34.9,0.01,10.0
27.1,94,22.0,0.02,16.0
22.8,94,3.6,0.0,10.0
26.0,89,5.4,2.83,7.0
30.0,66,11.9,0.0,10.0
20.9,71,9.0,0.0,10.0
18.2,87,8.3,0.0,10.0
35.1,56,22.7,0.0,10.0
20.3,46,7.9,0.0,10.0
15.3,72,30.2,0.02,10.0
31.3,21,21.6,0.0,10.0
20.0,56,10.4,0.0,10.0
23.2,25,19.1,0.0,10.0
22.2,73,3.6,0.28,10.0
25.4,83,22.0,0.0,10.0
26.4,84,16.9,0.2,10.0
25.9,79,19.4,0.76,10.0
28.1,84,10.8,0.01,10.0
18.2,64,9.7,0.0,10.0
11.3,66,12.6,0.0,10.0
30.3,12,18.4,0.0,10.0
22.0,83,13.0,0.0,10.0
18.1,64,10.4,0.0,10.0
28.2,89,13.7,0.01,10.0
25.1,83,8.6,0.0,10.0
27.2,89,4.3,0.25,1.0
16.2,59,20.5,0.0,10.0
16.3,55,22.0,0.0,10.0
26.2,94,3.6,1.14,10.0
31.3,75,14.8,0.0,10.0
21.9,37,5.0,0.0,10.0
23.4,47,4.3,0.0,10.0
31.8,8,30.6,0.0,10.0
8.4,81,9.7,0.01,10.0
32.1,80,14.8,0.5,10.0
35.2,6,25.6,0.0,10.0
24.1,94,10.1,0.32,10.0
7.2,93,8.6,0.28,6.0
12.0,71,6.8,0.49,10.0
24.3,21,13.7,0.0,10.0
15.2,63,4.7,0.01,10.0
25.2,61,11.2,0.02,10.0
36.3,45,19.4,0.0,10.0
26.3,83,3.6,2.18,10.0
30.0,58,7.9,0.11,10.0
26.2,100,27.4,0.01,10.0
25.4,89,11.2,0.04,10.0
22.2,50,9.4,0.0,10.0
15.1,72,18.7,0.01,10.0
23.2,16,23.0,0.0,10.0
26.0,94,13.0,0.21,9.0
19.0,94,10.1,0.25,8.0
21.6,30,13.7,0.0,10.0
29.0,31,18.0,0.0,10.0
9.3,66,17.6,0.0,10.0
8.3,76,10.4,0.0,16.0
11.1,87,14.8,0.0,10.0
21.0,28,9.4,0.0,10.0
24.1,89,15.1,0.0,10.0
26.1,74,3.6,0.27,10.0
33.2,67,28.8,0.42,10.0
24.6,21,18.0,0.0,10.0
17.2,91,9.7,0.09,10.0
16.0,89,4.0,0.0,10.0
19.8,20,3.6,0.01,10.0
22.1,46,11.2,0.1,10.0
18.0,68,20.9,0.0,10.0
4.5,62,7.9,0.03,10.0
30.3,66,6.1,0.0,10.0
25.7,74,21.2,0.0,10.0
12.1,94,5.8,0.0,10.0
24.3,22,8.3,0.0,10.0
13.2,100,6.1,0.12,10.0
17.1,63,13.0,0.0,10.0
20.1,43,23.8,0.0,10.0
23.1,65,29.2,0.0,10.0
31.1,19,4.7,0.0,10.0
36.1,42,20.2,0.0,10.0
24.3,94,13.3,0.02,10.0
23.0,38,13.7,0.0,10.0
13.1,77,7.6,0.01,10.0
22.6,98,6.5,0.05,0.0
31.0,75,12.2,0.0,10.0
16.5,58,9.4,0.32,10.0
12.1,94,6.8,0.48,10.0
19.1,49,3.6,0.0,10.0
23.0,61,10.1,0.0,10.0
22.5,99,3.6,0.0,0.0
28.3,89,9.4,2.71,10.0
20.2,43,3.6,0.0,10.0
33.0,44,15.1,0.0,10.0
29.3,58,3.6,0.34,10.0
26.8,59,3.6,0.0,10.0
23.2,73,18.4,0.0,10.0
36.4,45,12.6,0.0,10.0
29.2,52,4.7,0.0,10.0
-0.8,59,7.9,0.0,24.0
31.3,66,6.5,0.0,10.0
40.4,8,21.6,0.0,7.0
9.3,76,3.6,0.0,8.0
14.0,94,4.3,0.0,2.8
22.7,47,4.3,0.0,10.0
27.2,78,3.6,0.4,9.0
25.3,89,4.0,0.36,8.0
22.4,78,6.5,0.0,10.0
20.1,56,9.0,0.0,10.0
22.3,88,28.8,0.0,8.0
22.2,53,8.3,0.0,10.0
16.3,68,13.7,0.22,10.0
25.3,89,3.6,0.36,8.0
11.2,82,5.0,0.0,10.0
30.0,60,23.4,0.0,10.0
25.1,80,9.7,0.41,9.0
21.4,94,18.0,0.0,10.0
9.4,92,3.6,0.03,10.0
30.1,24,11.9,0.0,10.0
25.4,100,3.6,0.49,10.0
31.0,79,3.6,0.01,10.0
23.2,37,15.5,0.0,10.0
8.4,93,14.8,0.1,9.0
23.9,33,7.6,0.0,10.0
25.1,22,10.1,0.0,10.0
26.1,94,5.0,0.1,10.0
6.0,93,11.9,1.3,7.0
12.2,82,6.1,0.13,10.0
30.3,75,5.8,0.0,10.0
28.3,45,25.2,0.0,9.0
19.3,43,10.1,0.08,10.0
15.3,82,14.4,0.01,10.0
31.4,66,16.2,0.0,10.0
24.4,36,10.8,0.0,10.0
25.3,83,7.6,0.17,10.0
18.2,100,3.6,1.1,6.0
28.3,79,17.3,0.67,10.0
29.2,43,12.2,0.0,6.0
24.0,100,5.8,0.08,10.0
16.1,96,9.0,0.0,10.0
19.0,73,7.6,0.0,10.0
22.2,73,5.0,0.0,10.0
19.3,56,5.4,0.0,10.0
3.1,60,13.7,0.0,10.0
40.0,8,11.2,0.0,5.0
31.3,66,11.9,0.94,10.0
23.3,15,9.0,0.0,10.0
33.2,17,12.2,0.0,10.0
11.0,82,11.2,0.56,10.0
23.3,53,7.9,0.0,10.0
19.0,73,6.5,0.0,10.0
26.1,70,8.3,0.0,10.0
21.3,49,27.0,0.0,10.0
24.4,14,18.4,0.0,10.0
21.0,43,21.6,0.83,10.0
22.3,65,9.0,0.21,10.0
27.5,81,23.0,0.0,10.0
32.4,18,22.3,0.0,10.0
17.8,32,10.1,0.02,10.0
28.4,73,9.4,0.06,10.0
10.0,87,9.7,0.0,10.0
21.4,60,7.9,0.0,8.0
17.5,54,4.3,0.0,10.0
27.4,89,3.6,0.0,9.0
36.1,45,6.1,0.66,10.0
12.3,71,4.7,0.05,10.0
21.2,40,13.7,0.0,10.0
10.1,82,15.1,0.21,10.0
28.0,58,6.5,0.0,10.0
24.3,65,9.0,0.02,10.0
27.4,89,3.6,0.37,7.0
29.3,66,10.8,0.0,10.0
32.4,52,18.4,0.0,10.0
16.3,88,29.2,0.05,10.0
28.1,79,25.6,0.01,24.0
21.8,67,32.8,0.0,10.0
30.2,66,13.7,0.0,10.0
17.2,68,3.6,0.0,9.7
28.1,84,24.1,0.92,24.0
18.1,24,22.7,0.0,10.0
16.4,63,9.0,0.0,10.0
10.3,12,6.1,0.0,10.0
22.3,50,4.3,0.01,10.0
18.3,60,13.0,0.0,6.0
28.3,55,8.6,0.0,9.0
36.2,50,23.0,0.0,8.0
21.0,73,26.3,0.0,10.0
19.1,60,9.0,0.0,10.0
30.3,40,7.2,0.0,8.0
12.1,94,6.8,0.14,7.0
15.4,82,26.6,0.01,10.0
24.7,79,15.1,0.0,10.0
37.2,35,8.3,0.0,10.0
31.0,66,5.4,0.0,10.0
20.4,67,18.0,0.0,10.0
23.2,44,7.9,0.06,10.0
10.3,40,7.9,0.0,10.0
32.3,41,18.0,0.0,10.0
34.2,10,15.1,0.0,10.0
29.4,79,20.5,2.74,23.0
22.0,99,3.6,0.02,0.0
26.0,89,8.6,1.95,10.0
28.3,84,16.6,0.0,10.0
18.8,74,6.5,0.0,10.0
18.6,84,10.1,0.0,10.0
34.3,50,20.5,0.0,10.0
22.1,43,4.7,0.0,10.0
15.3,94,9.4,0.61,10.0
32.3,21,14.8,0.0,10.0
24.3,44,4.7,0.0,10.0
24.3,22,20.9,0.0,10.0
24.3,61,3.6,0.25,10.0
25.0,74,26.6,0.05,10.0
24.1,89,6.1,0.01,10.0
25.6,78,6.8,0.04,10.0
25.3,94,10.8,0.0,10.0
18.4,68,6.1,0.0,10.0
13.3,82,5.4,0.19,10.0
29.3,15,29.9,0.0,10.0
24.3,69,38.9,0.0,10.0
21.1,53,7.2,0.0,10.0
31.4,71,11.5,1.09,10.0
28.1,74,12.6,0.03,10.0
26.2,84,11.5,0.88,8.0
18.1,68,8.6,0.0,10.0
17.4,63,9.4,0.0,10.0
31.2,75,5.8,0.78,10.0
31.2,75,14.4,0.0,10.0
20.3,56,9.4,0.0,10.0
23.1,65,16.6,0.0,10.0
34.0,4,32.0,0.0,10.0
13.0,67,8.6,0.0,10.0
32.2,75,13.7,0.98,10.0
37.6,6,22.0,0.0,10.0
24.0,100,7.6,0.06,10.0
7.3,87,11.5,0.0,9.0
10.2,82,8.3,0.0,10.0
24.2,18,9.0,0.0,10.0
19.4,49,4.0,0.12,10.0
26.8,52,9.4,0.04,10.0
35.4,50,18.7,0.0,10.0
26.6,81,3.6,0.48,10.0
33.1,46,16.2,0.12,10.0
25.3,94,11.5,0.02,10.0
24.3,89,8.6,0.0,10.0
15.1,82,20.5,0.11,10.0
18.0,52,6.1,0.0,10.0
27.3,16,25.6,0.0,10.0
